tweet,location,Airline,Class
ليه مايرد خدمه العملاء,,Fly Nas,Negative
"سلام عليكم
اتواصل معكم علي الواتساب ماتردو هل مكن رقم اتواصل عليه
عندي مشكله",الامارات العربية المتحدة,Fly Nas,Negative
متي تفتحون رحلات من بيشه ع الرياض تري تعبنا من ذا الخطوط والغلا,الرياض,Fly Nas,Positive
"مرحبا
عندي مشكله عاجله
حجزت تذكره وسدت
لكن لم تصلني التذكره
والحجز مكتوب فيه بالاعلي انه لازال منتظر السداد
ومع الرحلات مكتوب انه مءكد
علما بان المبلغ سحب من رصيدي",,Fly Nas,Negative
عندي مشكله في الحجز ومافي احد يرد علي رقمكم من اسبوع ماصارت خدمه هذي,,Fly Nas,Negative
انا يعجبني الشركه الي فعليا تطير العميل قبل يحجز تعامل سيء كل واحد يرميك علي الثاني واخرتها نظام التقسيط اكبر كذبه البنك يحجز مبلغك كامل وهو يقسط ناس كذب وضحك علي الناس,,Fly Nas,Negative
بلعلم ان موعد الرحله الساعه ١اليوم الاربعاء ١٩ اكتوبر فردو علي,,Fly Nas,Negative
"شركه طيران معفنه عمرها ماتحترم مواعيدها
تاخر بالساعات عن موعد اقلاعها 
ذبحتونا اله لايوفقكم",,Fly Nas,Negative
خدمات اديل احلا من طيرانكم بكثير ولا يغشون في تغير الحجز وزياده السعر,,Fly Nas,Negative
قطعتوا شنطتي وسويت بلاغ في المطار وارسلت لكم خاص ولا احد يرد ولا كن شي صاير,,Fly Nas,Negative
ياحبيبي تغيرون الحجز علي كيفكم دافع المبلغ كامل وعلي اساس مباشر بعدين يتغير توقف وبنفس المبلغ واذا حاب اغير موعد الرحله ادفع زياده,"جدة, المملكة العربية السعودية",Fly Nas,Negative
رفعنا شكوي تقريبا من اسبوع ولا احد رد علينا والان غيرو الرحله من اسطنبول جده صار في توقف في المدينه و انا ماخد الرحله من غير توقف عشان عندي طفل و ابغي اغير الرحله ما اقدر و المشكله دي من عندكم,,Fly Nas,Negative
تم تعديل رحله اسطنبول جده واضافه محطه المدينه توقف اثناء الرحله واشعارنا بعد شراء التذاكر والدفع باسبوعين طيب انا حاجز دايركت بالسعر الاعلي من يعوضني الان رحله بتاريخ ١ نوفمبر,,Fly Nas,Negative
ابي تذاكر سفر بتاريخ ١٠ ديسمبر من الرياض لدبي ابي اسافر مع اختي علي نفس الرحله بس سعركم مرا اوفر رحله,الرياض,Fly Nas,Negative
حاليا انا في مطار جده انتظر رحلتي لباتومي لفت انتباهي ندا الي دبي ولا عشر مرات ينادون ومهتمين عكس مطار الملك خالد ثالث ندا قفلو الرحله علينا,,Fly Nas,Negative
ارسلت في التطبيق واتصلت اجلس علي الخط وتقفلون بدون رد,,Fly Nas,Negative
تعبنا من المطالبات وملاحق هذه الشركات,المملكة العربية السعودية,Fly Nas,Negative
"هذا ضعف في منظومه الشركه
من البديهي اضافه النقاط بدون تدخل بشري او حتي مطالبه العميل",المملكة العربية السعودية,Fly Nas,Negative
"مازلت انتظر اضافه النقاط منذ قرابه شهرين 
لاحياه لما تنادي",المملكة العربية السعودية,Fly Nas,Negative
يعني خسرنا تذاكر وحجوزات السياره والفنادق علشان موظف رفض يدخلنا والبوابه ماتقفلت نبي الحل مانبي نرفع شكوي الي هيءه الطيران,,Fly Nas,Negative
لكن الموظف رفض ندخل مع ان البوابه باقي ماتقفلت وصلت عنده الساعه ورفض ندخل ويقول رجعت قبلكم ودخلنا نتاكد طلع كلامه غير صحيح محد رجع غيرنا شخصين انا والي معي واضطرينا نحجز من جديد الي جده ومن جده الي باتومي رقم الحجز,,Fly Nas,Negative
طيران ناس افضل طيران اقتصادي في الشرق الاوسط و التطبيق متاز جدا و نتمني زياده الرحلات بين جده و تبوك,لا حدود لموقعي ,Fly Nas,Positive
الخطوط السعوديه في انحدار الان افضل شركه طيران ناس الطيارات نظيفه واداءهم في الاقلاع والهبوط م تشعر فيه مثل الخطوط السعوديه,المنطقة الغربية 💫.,Fly Nas,Positive
"الخطوط السعوديه من اسوء الخطوط 

اسعار مبالغ فيها وخدمات سءيه جدا 

بس تعتبر من افضل الخطوط السءيه عندنا هنا مقارنه بطيران ناس و طيران اديل","الخبر, المملكة العربية السعودية",Fly Nas,Negative
قد واجهت مشكله في الحجز وهي اني قد حجزت قبل اكثر من عشرين يوم والان اردت زياده الوزن فيه فانتهيت من كل شي لما جاء موعد الدفع تراجعت عن الزياده والان لما ادخل علي التطبيق اريد ان اخرج التذكره يكتب لي ليس لديك حجز مع اني حجزت مسبقا وعندي رقم الحجز اريد منكم مساعده,,Fly Nas,Negative
عدلوا رحلاتكم كل تاخير,,Fly Nas,Negative
حجزت من التطبيق ولايطلع الحجز ايش المشكله,,Fly Nas,Negative
لا اتصال تردون كيف احجز باله,الاحساء,Fly Nas,Negative
السلام عليكم الغيت رحلتي اليوم ياليت لو تكرمون ترد علي الخاص,,Fly Nas,Negative
سلام عليكم عندي حجز اتكنست رحلتي وابغا اعدلها,المملكة العربية السعودية,Fly Nas,Negative
"عندي رحله من مطار القاهره الي الرياض وبعد الوصول حصلت شنطتي مكسوره ورفعت فيها مطالبه برقم 
 
 
وقلتو لي انكم راح تواصلون معي والي الان محد تواصل معي ولا شي",الرياض,Fly Nas,Negative
"الحجز ده سويته امس 
وحاولت اسده اكثر من مره
وكل مره يسحب المبلغ ولكن لا يتم التاكيد

وارسلت ايميل وحاولت الاتصال بخدمه العملاء لكن يتم تعليق الاتصال ولا يوجد اي رد",mit ghmar - elmansoura,Fly Nas,Negative
باي حق ماترجعولي فلوس التذكره وانا ابغا الغي الحجز قبل الرحله بيومين ايش النظام ذا,Jeddah,Fly Nas,Negative
"باقي اقل من ساعه علي رحلتي ومافي اي موظف قادر يحل مشكله تعديل حرف في التذكره 
مو معقوله الكل يحولك علي خدمه العملاء وم…",Kingdom of Saudi Arabia,Fly Nas,Negative
"عندي مشكله في تعديل الاسم في التذكره وباقي علي رحلتي اقل من ساعه ولا اي موظف متعاون معاي الكل يحولني علي خدمه العملاء وخدمه العملاء ماحد يرد لا مو معقوله ياجماعه 

مو معقوله مافي احد في المطار قادر يحل مشكله تعديل حرف في الاسم",Kingdom of Saudi Arabia,Fly Nas,Negative
رجاء لا عاد تستاجرون طيارات سيءه و باسعارمبالغ فيها اذا ما عندكم عد طيارات كافي لا تدخلون في السوق و ارتاحوا,,Fly Nas,Negative
ترا في مدينه اسمها نجران ماعمري شفتكم نزلتو لها عروض علي رحلاتها ويش مزعلكم علينا,,Fly Nas,Negative
بشر وصلك التعويض ولا باقي انا اي شهرين ولا رد ولا اي شي,Jeddah,Fly Nas,Negative
رحلتي بعد ٩ ساعات وغير قادر علي اضافه حقيبهو الكول سنتر لا يعمل ما الحل,,Fly Nas,Negative
اقول اشتغلو زين بالداخلي ولا تاخرون رحلاتكم بعدين سافروا خارجي,,Fly Nas,Negative
وين رخيصه غاليه جدا هذا اذا في رحلات,,Fly Nas,Negative
ويوم ٢٤ نوفمبر الي بروح فيه مافيه رحلات,,Fly Nas,Negative
ليه ماتردون علي الخاص,U S A QQQQ,Fly Nas,Negative
"السلام عليكم ورحمه اله وبركاته 
عندي رحله بغير موعدها ولم تجد تجاوب",,Fly Nas,Negative
تم خصم مبلغ الحجز ولا يوجد حجز والموظف يقول احجز من جديد وادفع وبعدين نراجع الحسابات كيف حالك,جدة,Fly Nas,Negative
اينما كنت في الملكه طيران ناس يسخر لك طاءراته لي تنقلك الي جميع دول مجلس التعاون وخاصه الي بلد كاس العالم قطر,,Fly Nas,Positive
الحين بفهم شلون توفرون طيران من عرعر ل الدمام والرياض لا من الاولي,,Fly Nas,Negative
السلام عليكم ابغ اسوي تعديل في الرحله انا اخذ الفءه فاليو لمن اسوي تعديل يطلب مني المبلغ كامل ليش مكتوب عندي التعديل ريال وسعر التذكره نفس السعر,,Fly Nas,Negative
"الغو رحلتي قبل الموعد بساعتين وما ردو علي في جميع مواقع التواصل واضطريت احجز ب١٥٠ ريال بسب ضغط عملي وضيق الوقت والي الان ما فيه احد يرد علي
تاملو عظيم الخدمه لدي طيران ناس والعجب بالردود 
من تاريخ ٨ اكتوبر الي اليوم والردود تكر نفسها",,Fly Nas,Negative
